,_id,case_enquiry_id,case_status,case_title,city_council_district,closed_dt,closure_reason,confirmed_violation,department,development_id,development_name,fire_district,geocoded_location,land_usage,latitude,location,location_street_name,location_zipcode,longitude,neighborhood,neighborhood_services_district,open_dt,police_district,precinct,property_id,property_type,pwd_district,queue,reason,source,subject,type,ward
10,53be4d6788045d2e0f400008,101001098018,Closed,Improper Storage of Trash (Barrels),2.0,2014-05-28T06:47:49,Case Closed ROA: Refer to Other Agency/Division ,,ISD,130,Msgr Powers,6.0,"{u'latitude': u'42.33354', u'needs_recoding': False, u'longitude': u'-71.03489'}",E,42.33354,120 L St  South Boston  MA  02127,120 L St,2127.0,-71.03489,South Boston / South Boston Waterfront,5.0,2014-05-27T12:12:58,C6,606.0,262002.0,Address,05,ISD_Code Enforcement (INTERNAL),Code Enforcement,Constituent Call,Inspectional Services,Improper Storage of Trash (Barrels),Ward 6
11,53be4d6988045d2e0f400009,101001096597,Open,Unsatisfactory Living Conditions,7.0,,,,ISD,154,Walnut Park,9.0,"{u'latitude': u'42.31532', u'needs_recoding': False, u'longitude': u'-71.0972'}",E,42.31532,1990 Columbus Ave  Roxbury  MA  02119,1990 Columbus Ave,2119.0,-71.0972,Roxbury,11.0,2014-05-23T16:34:26,E13,1105.0,35523.0,Address,10B,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 11
12,53be4d6a88045d2e0f40000a,101001095702,Open,Bed Bugs,5.0,,,,ISD,120,Hassan,8.0,"{u'latitude': u'42.26457', u'needs_recoding': False, u'longitude': u'-71.10257'}",E,42.26457,705 River St  Mattapan  MA  02126,705 River St,2126.0,-71.10257,Hyde Park,9.0,2014-05-22T14:52:39,E18,1805.0,116707.0,Address,08,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Bed Bugs,Ward 18
13,53be4d6b88045d2e0f40000b,101001095298,Closed,Rodent Activity,9.0,2014-05-28T11:49:41,Case Closed NOVIO: No Violation Found/No Cause ,,ISD,7,Brighton-Allston Apartments,11.0,"{u'latitude': u'42.348857', u'needs_recoding': False, u'longitude': u'-71.137649'}",A,42.348857,1387 Commonwealth Ave  Allston  MA  02134,1387 Commonwealth Ave,2134.0,-71.137649,Allston / Brighton,15.0,2014-05-22T09:35:21,D14,2106.0,37445.0,Address,04,ISD_Environmental Services (INTERNAL),Environmental Services,Constituent Call,Inspectional Services,Rodent Activity,Ward 21
14,53be4d6c88045d2e0f40000c,101001094663,Open,Illegal Occupancy,9.0,,,,ISD,144,91-95 Washington Street,11.0,"{u'latitude': u'42.344628', u'needs_recoding': False, u'longitude': u'-71.143841'}",E,42.344628,95 Washington St  Brighton  MA  02135,95 Washington St,2135.0,-71.143841,Allston / Brighton,15.0,2014-05-21T12:44:00,D14,2110.0,330131.0,Address,04,ISD_Building (INTERNAL),Building,Constituent Call,Inspectional Services,Illegal Occupancy,Ward 21
15,53be4d6c88045d2e0f40000c,101001094663,Open,Illegal Occupancy,9.0,,,,ISD,144,91-95 Washington Street,11.0,"{u'latitude': u'42.344628', u'needs_recoding': False, u'longitude': u'-71.143841'}",E,42.344628,95 Washington St  Brighton  MA  02135,95 Washington St,2135.0,-71.143841,Allston / Brighton,15.0,2014-05-21T12:44:00,D14,2110.0,330131.0,Address,04,ISD_Building (INTERNAL),Building,Constituent Call,Inspectional Services,Illegal Occupancy,Ward 21
16,53be4d6d88045d2e0f40000d,101001093761,Closed,Rodent Activity,5.0,2014-06-24T07:44:34,Case Closed : ,,ISD,120,Hassan,8.0,"{u'latitude': u'42.26457', u'needs_recoding': False, u'longitude': u'-71.10257'}",E,42.26457,705 River St  Mattapan  MA  02126,705 River St,2126.0,-71.10257,Hyde Park,9.0,2014-05-20T13:36:31,E18,1805.0,116707.0,Address,08,ISD_Environmental Services (INTERNAL),Environmental Services,Constituent Call,Inspectional Services,Rodent Activity,Ward 18
17,53be4d6d88045d2e0f40000e,101001093449,Closed,Unsatisfactory Living Conditions,9.0,2014-06-03T11:36:06,Case Closed : ,,ISD,7,Brighton-Allston Apartments,11.0,"{u'latitude': u'42.3492', u'needs_recoding': False, u'longitude': u'-71.16062'}",A,42.3492,495 Washington St  Brighton  MA  02135,495 Washington St,2135.0,-71.16062,Allston / Brighton,15.0,2014-05-20T10:01:08,D14,2210.0,329845.0,Address,04,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 22
18,53be4d6f88045d2e0f40000f,101001092802,Open,Bed Bugs,5.0,,,,ISD,120,Hassan,8.0,"{u'latitude': u'42.26457', u'needs_recoding': False, u'longitude': u'-71.10257'}",E,42.26457,705 River St  Mattapan  MA  02126,705 River St,2126.0,-71.10257,Hyde Park,9.0,2014-05-19T13:56:00,E18,1805.0,116707.0,Address,08,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Bed Bugs,Ward 18
19,53be4d6f88045d2e0f400010,101001092726,Closed,Maintenance Complaint - Residential,2.0,2014-06-04T15:39:14,Case Closed : ,,ISD,98,Bellflower,6.0,"{u'latitude': u'42.32425', u'needs_recoding': False, u'longitude': u'-71.05887'}",E,42.32425,24 Bellflower St  Dorchester  MA  02125,24 Bellflower St,2125.0,-71.05887,Dorchester,5.0,2014-05-19T12:52:55,C6,708.0,14016.0,Address,03,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Maintenance Complaint - Residential,Ward 7
20,53be4d7088045d2e0f400011,101001092099,Closed,Improper Storage of Trash (Barrels),9.0,2014-05-20T07:31:48,Case Closed NOVIO: No Violation Found/No Cause ,,ISD,7,Brighton-Allston Apartments,11.0,"{u'latitude': u'42.348857', u'needs_recoding': False, u'longitude': u'-71.137649'}",A,42.348857,1387 Commonwealth Ave  Allston  MA  02134,1387 Commonwealth Ave,2134.0,-71.137649,Allston / Brighton,15.0,2014-05-18T22:55:34,D14,2106.0,37445.0,Address,04,ISD_Code Enforcement (INTERNAL),Code Enforcement,Constituent Call,Inspectional Services,Improper Storage of Trash (Barrels),Ward 21
21,53be4d7088045d2e0f400012,101001091267,Open,Unsatisfactory Living Conditions,7.0,,,,ISD,89,Victory Housing,7.0,"{u'latitude': u'42.32213', u'needs_recoding': False, u'longitude': u'-71.08178'}",A,42.32213,254 Warren St  Roxbury  MA  02119,254 Warren St,2119.0,-71.08178,Roxbury,13.0,2014-05-16T11:48:35,B2,1201.0,143233.0,Address,10B,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 12
22,53be4d7a88045d2e0f400013,101001083680,Open,Bed Bugs,1.0,,,,ISD,6,Bowdoin Manor,3.0,"{u'latitude': u'42.35991', u'needs_recoding': False, u'longitude': u'-71.063085'}",C,42.35991,37 Bowdoin St  Boston  MA  02114,37 Bowdoin St,2114.0,-71.063085,Beacon Hill,3.0,2014-05-07T10:55:49,A1,306.0,17611.0,Address,1B,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Bed Bugs,Ward 3
23,53be4d7d88045d2e0f400014,101001082137,Closed,Unsatisfactory Living Conditions,4.0,2014-05-06T10:22:18,Case Closed : ,,ISD,116,Gallivan Boulevard,8.0,"{u'latitude': u'42.3594', u'needs_recoding': False, u'longitude': u'-71.0587'}", ,42.3594,115 Standard St  Mattapan  MA  02126,115 Standard St,2126.0,-71.0587,Greater Mattapan,9.0,2014-05-05T14:20:20,B3,1801.0,347890.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,18
24,53be4d8288045d2e0f400015,101001078423,Open,Unsatisfactory Living Conditions,6.0,,,,ISD,121,Heath Street,9.0,"{u'latitude': u'42.3249', u'needs_recoding': False, u'longitude': u'-71.10136'}",E,42.3249,30 Bickford St  Jamaica Plain  MA  02130,30 Bickford St,2130.0,-71.10136,Jamaica Plain,11.0,2014-04-30T08:32:14,E13,1007.0,173732.0,Address,10A,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 10
25,53be4d8288045d2e0f400015,101001078423,Open,Unsatisfactory Living Conditions,6.0,,,,ISD,121,Heath Street,9.0,"{u'latitude': u'42.3249', u'needs_recoding': False, u'longitude': u'-71.10136'}",E,42.3249,30 Bickford St  Jamaica Plain  MA  02130,30 Bickford St,2130.0,-71.10136,Jamaica Plain,11.0,2014-04-30T08:32:14,E13,1007.0,173732.0,Address,10A,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 10
26,53be4d8288045d2e0f400015,101001078423,Open,Unsatisfactory Living Conditions,6.0,,,,ISD,121,Heath Street,9.0,"{u'latitude': u'42.3249', u'needs_recoding': False, u'longitude': u'-71.10136'}",E,42.3249,30 Bickford St  Jamaica Plain  MA  02130,30 Bickford St,2130.0,-71.10136,Jamaica Plain,11.0,2014-04-30T08:32:14,E13,1007.0,173732.0,Address,10A,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 10
27,53be4d8488045d2e0f400016,101001076718,Closed,Maintenance - Homeowner,9.0,2014-06-20T15:38:56,Case Closed ADCLSD: Administratively Closed ,,ISD,134,Patricia White,11.0,"{u'latitude': u'42.342568', u'needs_recoding': False, u'longitude': u'-71.141585'}",E,42.342568,20 Washington St  Brighton  MA  02135,20 Washington St,2135.0,-71.141585,Allston / Brighton,15.0,2014-04-28T10:17:58,D14,2112.0,171303.0,Address,04,ISD_Building (INTERNAL),Building,Self Service,Inspectional Services,Maintenance - Homeowner,Ward 21
28,53be4d9588045d2e0f400017,101001063399,Closed,Rodent Activity,9.0,2014-04-11T09:47:06,Case Closed NOVIO: No Violation Found/No Cause ,,ISD,7,Brighton-Allston Apartments,11.0,"{u'latitude': u'42.348857', u'needs_recoding': False, u'longitude': u'-71.137649'}",A,42.348857,1387 Commonwealth Ave  Allston  MA  02134,1387 Commonwealth Ave,2134.0,-71.137649,Allston / Brighton,15.0,2014-04-08T11:55:03,D14,2106.0,37445.0,Address,04,ISD_Environmental Services (INTERNAL),Environmental Services,Self Service,Inspectional Services,Rodent Activity,Ward 21
29,53be4d9b88045d2e0f400018,101001058657,Closed,Poor Conditions of Property,9.0,2014-04-03T07:30:40,Case Closed NOVIO: No Violation Found/No Cause ,,ISD,144,91-95 Washington Street,11.0,"{u'latitude': u'42.34447', u'needs_recoding': False, u'longitude': u'-71.14355'}",E,42.34447,91-95 Washington St  Brighton  MA  02135,91-95 Washington St,2135.0,-71.14355,Allston / Brighton,15.0,2014-04-01T13:36:13,D14,2110.0,143696.0,Address,04,ISD_Code Enforcement (INTERNAL),Code Enforcement,Self Service,Inspectional Services,Poor Conditions of Property,Ward 21
30,53be4d9b88045d2e0f400018,101001058657,Closed,Poor Conditions of Property,9.0,2014-04-03T07:30:40,Case Closed NOVIO: No Violation Found/No Cause ,,ISD,144,91-95 Washington Street,11.0,"{u'latitude': u'42.34447', u'needs_recoding': False, u'longitude': u'-71.14355'}",E,42.34447,91-95 Washington St  Brighton  MA  02135,91-95 Washington St,2135.0,-71.14355,Allston / Brighton,15.0,2014-04-01T13:36:13,D14,2110.0,143696.0,Address,04,ISD_Code Enforcement (INTERNAL),Code Enforcement,Self Service,Inspectional Services,Poor Conditions of Property,Ward 21
31,53be4d9c88045d2e0f400019,101001058310,Closed,Maintenance Complaint - Residential,9.0,2014-04-07T11:40:13,Case Closed : ,,ISD,7,Brighton-Allston Apartments,11.0,"{u'latitude': u'42.349079', u'needs_recoding': False, u'longitude': u'-71.160635'}",A,42.349079,493 Washington St  Brighton  MA  02135,493 Washington St,2135.0,-71.160635,Allston / Brighton,15.0,2014-04-01T09:22:16,D14,2210.0,329837.0,Address,04,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Maintenance Complaint - Residential,Ward 22
32,53be4d9d88045d2e0f40001a,101001057645,Closed,Rodent Activity,9.0,2014-04-29T09:31:38,Case Closed VIOCOR: Violation Corrected ,Y,ISD,7,Brighton-Allston Apartments,11.0,"{u'latitude': u'42.348857', u'needs_recoding': False, u'longitude': u'-71.137649'}",A,42.348857,1387 Commonwealth Ave  Allston  MA  02134,1387 Commonwealth Ave,2134.0,-71.137649,Allston / Brighton,15.0,2014-03-31T11:31:45,D14,2106.0,37445.0,Address,04,ISD_Environmental Services (INTERNAL),Environmental Services,Self Service,Inspectional Services,Rodent Activity,Ward 21
33,53be4d9e88045d2e0f40001b,101001056927,Closed,Bed Bugs,7.0,2014-04-02T11:23:21,Case Closed : ,,ISD,89,Victory Housing,7.0,"{u'latitude': u'42.32213', u'needs_recoding': False, u'longitude': u'-71.08178'}",A,42.32213,254 Warren St  Roxbury  MA  02119,254 Warren St,2119.0,-71.08178,Roxbury,13.0,2014-03-29T22:43:02,B2,1201.0,328719.0,Address,10B,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Bed Bugs,Ward 12
34,53be4d9e88045d2e0f40001c,101001056553,Open,Unsatisfactory Living Conditions,9.0,,,,ISD,7,Brighton-Allston Apartments,11.0,"{u'latitude': u'42.349079', u'needs_recoding': False, u'longitude': u'-71.160635'}",A,42.349079,493 Washington St  Brighton  MA  02135,493 Washington St,2135.0,-71.160635,Allston / Brighton,15.0,2014-03-28T15:52:48,D14,2210.0,329837.0,Address,04,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 22
35,53be4da988045d2e0f40001d,101001049538,Closed,Improper Storage of Trash (Barrels),1.0,2014-03-20T07:13:32,Case Closed NOVIO: No Violation Found/No Cause ,,ISD,96,Ausonia,3.0,"{u'latitude': u'42.3632', u'needs_recoding': False, u'longitude': u'-71.05201'}",E,42.3632,185 Fulton St  Boston  MA  02109,185 Fulton St,2109.0,-71.05201,Downtown / Financial District,3.0,2014-03-18T18:36:02,A1,301.0,174298.0,Address,1B,ISD_Code Enforcement (INTERNAL),Code Enforcement,Constituent Call,Inspectional Services,Improper Storage of Trash (Barrels),Ward 3
36,53be4dab88045d2e0f40001e,101001048100,Open,Mice Infestation - Residential,7.0,,,,ISD,143,Washington Manor,4.0,"{u'latitude': u'42.33744', u'needs_recoding': False, u'longitude': u'-71.07621'}",E,42.33744,1701 Washington St  Roxbury  MA  02118,1701 Washington St,2118.0,-71.07621,South End,6.0,2014-03-17T03:53:07,D4,902.0,144360.0,Address,1C,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Mice Infestation - Residential,Ward 9
37,53be4dad88045d2e0f40001f,101001046470,Open,Heat - Excessive  Insufficient,1.0,,,,ISD,96,Ausonia,3.0,"{u'latitude': u'42.3632', u'needs_recoding': False, u'longitude': u'-71.05201'}",E,42.3632,185 Fulton St  Boston  MA  02109,185 Fulton St,2109.0,-71.05201,Downtown / Financial District,3.0,2014-03-13T14:23:43,A1,301.0,174298.0,Address,1B,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Heat - Excessive  Insufficient,Ward 3
38,53be4dad88045d2e0f400020,101001046269,Open,Food Alert - Confirmed,1.0,,,,ISD,63,Congressman John Joseph Moakley Quarters,3.0,"{u'latitude': u'42.35928', u'needs_recoding': False, u'longitude': u'-71.058352'}",E,42.35928,17 Court St  Boston  MA  02108,17 Court St,2108.0,-71.058352,Downtown / Financial District,3.0,2014-03-13T09:30:02,A1,306.0,163942.0,Address,1B,ISD_Health (INTERNAL),Health,Constituent Call,Inspectional Services,Food Alert - Confirmed,Ward 3
39,53be4dae88045d2e0f400021,101001045738,Open,Chronic Dampness/Mold,3.0,,,,ISD,189,Lower Mills (PBV),8.0,"{u'latitude': u'42.272929', u'needs_recoding': False, u'longitude': u'-71.067139'}",E,42.272929,2262 Dorchester Ave  Dorchester  MA  02124,2262 Dorchester Ave,2124.0,-71.067139,Dorchester,7.0,2014-03-12T12:33:36,C11,1713.0,157249.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Chronic Dampness/Mold,Ward 17
40,53be4dae88045d2e0f400021,101001045738,Open,Chronic Dampness/Mold,3.0,,,,ISD,189,Lower Mills (PBV),8.0,"{u'latitude': u'42.272929', u'needs_recoding': False, u'longitude': u'-71.067139'}",E,42.272929,2262 Dorchester Ave  Dorchester  MA  02124,2262 Dorchester Ave,2124.0,-71.067139,Dorchester,7.0,2014-03-12T12:33:36,C11,1713.0,157249.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Chronic Dampness/Mold,Ward 17
41,53be4db288045d2e0f400022,101001042178,Closed,Unsatisfactory Living Conditions,2.0,2014-03-25T15:09:52,Case Closed : ,,ISD,98,Bellflower,6.0,"{u'latitude': u'42.32425', u'needs_recoding': False, u'longitude': u'-71.05887'}",E,42.32425,24 Bellflower St  Dorchester  MA  02125,24 Bellflower St,2125.0,-71.05887,Dorchester,5.0,2014-03-06T16:28:22,C6,708.0,14016.0,Address,03,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 7
42,53be4db388045d2e0f400023,101001041323,Open,Unsatisfactory Living Conditions,9.0,,,,ISD,134,Patricia White,11.0,"{u'latitude': u'42.342525', u'needs_recoding': False, u'longitude': u'-71.141191'}",E,42.342525,20 Washington St  Brighton  MA  02135,20 Washington St,2135.0,-71.141191,Allston / Brighton,15.0,2014-03-05T14:51:59,D14,2112.0,329340.0,Address,04,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 21
43,53be4db388045d2e0f400024,101001041322,Closed,Building Inspection Request,9.0,2014-04-17T08:45:18,Case Closed TICKET: Ticket Issued ,,ISD,134,Patricia White,11.0,"{u'latitude': u'42.342525', u'needs_recoding': False, u'longitude': u'-71.141191'}",E,42.342525,20 Washington St  Brighton  MA  02135,20 Washington St,2135.0,-71.141191,Allston / Brighton,15.0,2014-03-05T14:51:17,D14,2112.0,329340.0,Address,04,ISD_Building (INTERNAL),Building,Constituent Call,Inspectional Services,Building Inspection Request,Ward 21
44,53be4db788045d2e0f400025,101001038012,Closed,Bed Bugs,7.0,2014-03-21T09:50:22,Case Closed : ,,ISD,62,Columbus Ave Apartments,9.0,"{u'latitude': u'42.31449', u'needs_recoding': False, u'longitude': u'-71.09634'}",A,42.31449,2030 Columbus Ave  Roxbury  MA  02119,2030 Columbus Ave,2119.0,-71.09634,Roxbury,11.0,2014-02-28T08:48:36,E13,1105.0,211649.0,Address,10B,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Bed Bugs,Ward 11
45,53be4db888045d2e0f400026,101001037399,Open,Heat - Excessive  Insufficient,4.0,,,,ISD,114,Franklin Field Family - State,8.0,"{u'latitude': u'42.3594', u'needs_recoding': False, u'longitude': u'-71.0587'}", ,42.3594,91 Ames St  Dorchester  MA  02124,91 Ames St,2124.0,-71.0587,Greater Mattapan,9.0,2014-02-27T10:21:08,B3,1410.0,350427.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Heat - Excessive  Insufficient,14
46,53be4db888045d2e0f400026,101001037399,Open,Heat - Excessive  Insufficient,4.0,,,,ISD,114,Franklin Field Family - State,8.0,"{u'latitude': u'42.3594', u'needs_recoding': False, u'longitude': u'-71.0587'}", ,42.3594,91 Ames St  Dorchester  MA  02124,91 Ames St,2124.0,-71.0587,Greater Mattapan,9.0,2014-02-27T10:21:08,B3,1410.0,350427.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Heat - Excessive  Insufficient,14
47,53be4db888045d2e0f400026,101001037399,Open,Heat - Excessive  Insufficient,4.0,,,,ISD,114,Franklin Field Family - State,8.0,"{u'latitude': u'42.3594', u'needs_recoding': False, u'longitude': u'-71.0587'}", ,42.3594,91 Ames St  Dorchester  MA  02124,91 Ames St,2124.0,-71.0587,Greater Mattapan,9.0,2014-02-27T10:21:08,B3,1410.0,350427.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Heat - Excessive  Insufficient,14
48,53be4db888045d2e0f400027,101001037024,Closed,Bed Bugs,4.0,2014-02-26T16:25:49,Case Closed Case Invalid opened in error ,,ISD,71,Fuller House,8.0,"{u'latitude': u'42.281955', u'needs_recoding': False, u'longitude': u'-71.072207'}",E,42.281955,133-135 Fuller St  Dorchester  MA  02124,133-135 Fuller St,2124.0,-71.072207,Dorchester,9.0,2014-02-26T16:24:09,B3,1710.0,61104.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Bed Bugs,Ward 17
49,53be4dba88045d2e0f400028,101001036019,Closed,Poor Conditions of Property,1.0,2014-02-26T08:37:19,Case Closed TICKET: Ticket Issued ,,ISD,79,Main Street,3.0,"{u'latitude': u'42.37714', u'needs_recoding': False, u'longitude': u'-71.06693'}",RC,42.37714,258 Main St  Charlestown  MA  02129,258 Main St,2129.0,-71.06693,Charlestown,2.0,2014-02-25T13:13:41,A15,206.0,267369.0,Address,1A,ISD_Code Enforcement (INTERNAL),Code Enforcement,Constituent Call,Inspectional Services,Poor Conditions of Property,Ward 2
50,53be4dbb88045d2e0f400029,101001035281,Closed,Unsatisfactory Living Conditions,5.0,2014-03-12T15:34:33,Case Closed : ,,ISD,120,Hassan,8.0,"{u'latitude': u'42.26457', u'needs_recoding': False, u'longitude': u'-71.10257'}",E,42.26457,705 River St  Mattapan  MA  02126,705 River St,2126.0,-71.10257,Hyde Park,9.0,2014-02-24T15:47:50,E18,1805.0,299965.0,Address,08,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 18
51,53be4dbd88045d2e0f40002a,101001032905,Open,Unsatisfactory Living Conditions,1.0,,,,ISD,96,Ausonia,3.0,"{u'latitude': u'42.3632', u'needs_recoding': False, u'longitude': u'-71.05201'}",E,42.3632,185 Fulton St  Boston  MA  02109,185 Fulton St,2109.0,-71.05201,Downtown / Financial District,3.0,2014-02-21T11:25:16,A1,301.0,238903.0,Address,1B,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 3
